discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,duracao,compreensao,coeficiente_variacao,percentual_corretas,correta,grafia_incorreta,aceitavel,classe_correta,erro,branco
EST_034,7,A,Inseguranças no uso das redes sociais,"['possibilidade', 'possibilidade', 'todo', 'o', 'inseguranças', 'maiores', 'com', '-', 'vezes', 'são', 'sendo', 'muitas', '-', 'privacidades', 'preocupação', 'informações', 'de', 'redes', 'consegue', 'real', 'e', 'horriveis', 'grandes', '-', 'sociais', 'extrema', 'muito', 'mostrar', 'redes', 'depressão', 'com', 'na', 'informação', 'perfis', 'devem', 'respeito', 'muitas']",29-02-2024,08:03,08:15,12.0,63.66,0.71,37.838,14,3,5,4,8,3
EST_035,7,B,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'esse', 'prejudicações', 'muitas', 'Do', 'pessoais', 'delas', 'são', 'cendo', 'muita', 'tecnologia', 'dados', 'preocupações', 'publicações', 'de', 'redes', 'sabermos', 'verdadeiro', 'isso', 'e', 'na', 'lugares', 'sociais', 'mais', 'sempre', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'tenque', 'ussos', 'das']",29-02-2024,07:55,08:10,15.0,79.677,0.458,43.243,16,4,8,4,5,0
EST_039,7,A,Inseguranças no uso das redes sociais,"['rede', 'possibilidade', 'todo', 'o', 'mudanças', 'nossas', 'como', 'pessoais', 'vezes', 'são', 'sendo', 'nossa', 'insegurança', 'sites', 'coisa', 'pessoas', 'de', 'redes', 'conseguir', 'certo', 'e', 'como', 'danificando', 'empresas', 'sociais', 'certa', 'mais', 'ver', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'devem', 'uso', 'muitas']",29-02-2024,08:03,08:27,24.0,69.061,0.625,43.243,16,3,5,4,9,0
EST_041,7,B,Inseguranças no uso das redes sociais,"['rede', 'forma', 'todo', 'esse', 'questões', 'mais', 'Pelo', 'e', 'coisas', 'são', 'sendo', 'alguma', 'pergunta', 'idade', 'preocupação', 'identidade', 'do', 'redes', 'sabemos', 'real', 'Isso', 'racionais', 'emocionais', 'população', 'sociais', 'questão', 'dores', 'ter', 'redes', 'depressão', 'com', 'usam', 'e', 'dados', 'devem', 'que', 'das']",29-02-2024,07:55,08:07,12.0,68.151,0.611,37.838,14,2,7,6,8,0
EST_043,7,B,Inseguranças no uso das redes sociais,"['mudaçar', 'sede', 'do', 'o', 'trabalho', 'coisa', 'celular', 'é', 'pessoa', 'então', 'celular', 'muita', 'pessoas', 'privacidade', 'coisa', 'documento', 'evia', 'com', 'tem', 'documento', 'é', 'no', 'na', 'que', '-', 'nova', 'muito', 'muita', 'images', 'gente', 'com', 'da', 'pelo', 'gente', 'deve', 'possessor', 'tambem']",29-02-2024,07:55,08:09,14.0,39.731,1.147,2.703,1,1,12,3,19,1
EST_045,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', '-', 'o', '-', 'suas', '-', '-', '-', '-', '-', '-', '-', '-', 'coisas', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'sociais', '-', '-', 'criar', 'redes', '-', 'com', 'de', 'que', '-', 'devem', '-', 'das']",29-02-2024,08:03,08:20,17.0,23.207,1.679,13.514,5,0,2,4,2,24
EST_053,7,A,Inseguranças no uso das redes sociais,"['formas', 'tecnologia', 'todo', 'esse', 'doenças', 'principais', 'com', '-', 'vezes', 'são', 'sendo', 'uma', 'segurança', 'senhas', 'preucupações', 'informações', 'do', 'redes', 'conseguimos', 'real', 'isso', 'e', 'da', 'empresas', 'sociais', '-', 'crises', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'devem', '-', 'das']",29-02-2024,08:03,08:21,18.0,85.704,0.382,59.459,22,4,5,2,1,3
EST_057,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', '-', 'o', 'inseguransas', 'primeiras', 'com', 'pessoais', 'vezes', 'são', 'sendo', 'uma', 'utilização', 'fonte', 'coisa', 'noticias', 'de', 'redes', 'sabem', 'verdade', 'isso', 'é', 'de', 'ataques', 'sociais', '-', 'fortes', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'devem', 'perigo', 'falsas']",29-02-2024,08:03,08:21,18.0,73.224,0.528,35.135,13,5,7,6,4,2
EST_065,7,B,Inseguranças no uso das redes sociais,"['facilidade', 'oportunidade', 'todo', 'isso ', 'precauções', 'principais', 'Nisso', 'usados', 'vezes', 'são', 'sendo', 'uma', 'privacidade', 'dados', 'preocupação', 'notícias', 'de', 'redes', 'conseguimos', 'verdadeiro', 'Isso', 'ou', 'de', 'empresas', 'sociais', 'perda', 'riscos', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'devem', 'perigo', 'de']",29-02-2024,07:55,08:24,29.0,87.979,0.334,56.757,21,0,11,2,3,0
EST_071,7,B,Inseguranças no uso das redes sociais,"['mensagem', 'internet', 'rede', 'com', 'ansiedade', 'maiores', 'com', 'pessoais', 'que', 'foram', 'sendo', 'uma', 'coleta', 'contas', 'preocupação', 'contas', 'do', 'redes', 'conseguimos', 'verdadeiro', 'Também', 'como', 'da', 'preocupações', 'sociais', 'causa', 'danos', 'precisar', 'redes', 'depressão', 'com', 'da', 'para', 'dados', 'podem', 'risco', 'muitas']",29-02-2024,07:55,08:13,18.0,68.072,0.611,32.432,12,4,7,6,8,0
EST_073,7,B,Inseguranças no uso das redes sociais,"['rede', 'facilidade', 'todo', 'o', 'inseguranças', 'inseguranças', 'com', 'moveis', 'pessoas', 'são', 'sendo', 'uma', 'parte', 'fotos', 'inseguranças', 'comtas', 'de', 'rede', 'conseguimos', 'verdade', 'Tambem', 'pessoas', 'na', 'aplicativos', 'sociais', 'pessoa', 'é', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'podem', 'uso', 'as']",29-02-2024,07:55,08:12,17.0,76.122,0.486,35.135,13,4,9,6,5,0
EST_075,7,A,Inseguranças no uso das redes sociais,"['prática', 'facilidade', 'todo', 'esse', 'mudanças', 'maiores', 'com', 'pessoais', 'pessoas', 'são', 'sendo', 'uma', 'invazão', 'senhas', 'situação', 'noticias', 'do', 'redes', 'conseguem', 'verdadeiro', 'isso', 'graves', 'de', 'fofocas', 'sociais', 'fobia', 'problemas', 'ser', 'redes', 'depressão', 'com', 'dessa', 'e', 'contas', 'devem', 'problema', 'das']",29-02-2024,08:03,08:37,34.0,87.716,0.335,40.541,15,4,13,2,3,0
EST_081,7,A,Inseguranças no uso das redes sociais,"['forma', 'possibilita', 'todo', 'o', 'inseguranças', 'grandes', 'tendo', 'pessoais', 'vezes', 'foram', 'sendo', 'muita', 'divulgação', 'localização', 'preocupação', 'informações', 'de', 'redes', 'podemos', 'verdadeiro', 'isso', 'e', 'a', 'empresas', 'sociais', 'rede', 'críticas', 'ter', 'redes', 'insegurança', 'com', 'de', 'e', 'contas', 'devem', 'uso', 'também']",29-02-2024,08:03,08:22,19.0,87.505,0.318,48.649,18,2,11,4,2,0
EST_083,7,A,Inseguranças no uso das redes sociais,"['criação', 'criaçâo', '-', 'o', 'duvidas', 'maiores', 'com', 'móveis', '-', 'são', 'sendo', 'uma', 'rede', '-', 'preucupação', 'informações', 'de', 'redes', 'sabemos', 'verdadeiro', 'isso', 'sérios', 'com', '-', 'sociais', 'situaçâo', 'mortes', 'fazer', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'podem', 'limite', '-']",29-02-2024,08:03,08:33,30.0,71.057,0.57,35.135,13,4,7,6,2,5
EST_089,7,B,Inseguranças no uso das redes sociais,"['rede', 'forma', 'todo', 'o', 'possitividades', 'maiores', 'E', 'pessoais', 'vezes', 'são', 'sendo', 'muita', 'relação', 'fotos', 'preocupação', 'identidade', 'e', 'redes', 'sabemos', 'verdadeiro', 'Isso', 'e', 'e', 'idosos', 'sociais', 'doença', 'bem', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'devem', 'uso', 'com']",29-02-2024,07:55,08:11,16.0,75.123,0.514,43.243,16,0,10,5,6,0
EST_090,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', '-', 'o', 'sugestões', 'poucos', 'logo', 'é', 'coisas', 'preocupão', 'sendo', 'uma', 'rede', '-', 'coisa', 'informações', 'de', 'redes', 'sabemos', 'verdadeiro', 'isso', 'sérios', 'na', 'disseminação', 'sociais', '-', 'danos', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'devem', 'uso', 'as']",29-02-2024,08:03,08:13,10.0,65.613,0.653,32.432,12,2,8,6,6,3
EST_092,7,A,Inseguranças no uso das redes sociais,"['facilidade', 'facilidade', 'um', 'pelo', 'inseguranças', 'maiores', 'e', 'bancarios', 'pessoas', 'podem', 'sendo', 'um', 'uma', 'dados', 'coisa', 'pessoas', 'de', 'redes', 'podem', 'verdadeiro', 'tambem', 'e', 'serios', 'sites', 'elas', 'parte', 'ansiedade', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'devem', 'uso', 'muitas']",29-02-2024,08:03,08:18,15.0,69.811,0.611,35.135,13,1,11,3,9,0
EST_100,7,B,Inseguranças no uso das redes sociais,"['segurança', 'posibilidade', 'entre', 'esse', 'desvantagens', 'insegurança', 'e', 'tem', 'deles', 'são', 'sendo', 'outras', 'insegurança', 'as', 'preocupação', 'notícias', 'do', 'redes', 'tem', 'verdadeiro', 'tambem', 'com', 'que', 'individos', 'sociais', 'falsa', 'queixa', 'ter', 'redes', 'depressão', 'com', 'tem', 'com', 'coisas', 'pode', 'uso', 'falsas']",29-02-2024,07:55,08:14,19.0,61.0,0.768,29.73,11,4,7,2,13,0
EST_101,7,B,Inseguranças no uso das redes sociais,"['internete', 'rede', 'todo', 'pra', 'cituações', 'mas', 'no', 'porem', 'pessoas', 'da', 'publicadas', 'muinta', 'publicação', 'as', 'preocupação', 'redes', 'de', 'redes', 'podemos', 'verdadeiro', 'porem', 'tragicos', 'de', 'blogueiros', 'sociais', 'tecnologia', 'muinto', 'ver', 'redes', 'depressão', 'com', 'fizeram', 'por', 'redes', 'podem', 'uso ', 'publica']",29-02-2024,07:55,08:11,16.0,53.751,0.859,24.324,9,1,8,5,14,0
EST_106,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', 'todo', 'o', 'mudanças', 'maiores', 'e', 'pessoais', 'coisas', 'são', 'sendo', 'muitas', 'redes', 'redes', 'preocupação', 'informações', 'de', 'redes', 'são', 'verdadeiro', 'até', 'pessoais', 'de', '-', 'sociais', 'fase', 'preocupação', 'cada', 'redes', 'depressão', 'com', 'de', 'para', 'informações', 'devem', 'uso', 'as']",29-02-2024,08:03,08:27,24.0,74.018,0.542,40.541,15,1,10,4,6,1
EST_109,7,B,Inseguranças no uso das redes sociais,"['rede', 'possibilidade', 'todo', 'esse', 'negatividade', 'causas', 'tanto', 'sociais', 'vezes', 'são', 'sendo', 'muita', 'privacidade', 'dados', 'preocupação', 'contas', 'no', 'redes', 'podemos', 'real', 'isso', 'problemáticos', 'de', 'trabalho', 'sociais', 'fonte', 'erros', 'conseguir', 'redes', 'desepero', 'com', 'de', 'e', 'dados', 'devem', 'conceito', 'certas']",29-02-2024,07:55,08:05,10.0,71.969,0.556,37.838,14,1,10,5,7,0
EST_112,7,B,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'o', 'informações', 'principais', 'Durante', 'pessoais', 'vezes', 'são', 'sendo', 'muitas', 'privacidade', 'comunicação', 'forma', 'publicações', 'para', 'redes', 'conseguimos', 'verdadeiro', 'Isso', 'como', 'a', 'comunicação', 'sociais', 'forma', 'bem', 'usar', 'redes', 'depressão', 'com', 'de', 'para', 'informações', 'devem', 'uso', 'as']",29-02-2024,07:55,08:09,14.0,79.88,0.414,43.243,16,1,10,7,3,0
EST_116,7,B,Inseguranças no uso das redes sociais,"['facilidade', 'possibilidade', 'certo', 'esse', 'inseguranças', 'maiores', 'Pois', 'acecivo', 'vezes', 'são', 'sendo', 'muita', 'privacidade', 'senhas', 'preocupação', 'informações', 'do', 'redes', 'conseguimos', 'verdadeiro', 'Isso', 'ou', 'da', 'insegurança', 'sociais', 'crise', 'danos', 'ter', 'redes', 'insegurança', 'com', 'de', 'sobre', 'dados', 'devem', 'uso', 'as']",29-02-2024,07:55,08:17,22.0,86.415,0.351,54.054,20,2,9,3,3,0
EST_126,7,A,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'o', 'problemas', 'tais', 'pois', 'meio', 'vezes', 'foram', 'sendo', 'uma', 'segurança', 'contas', 'forma', 'contas', 'do', 'redes', 'podem', 'verdadeiro', 'elas', 'ou', 'na', 'empresas', 'sociais', 'forma', 'formas', 'usar', 'redes', 'decepção', 'com', 'criaram', 'por', 'dados', 'devem', 'uso', 'também']",29-02-2024,08:03,08:20,17.0,70.243,0.555,35.135,13,3,7,8,6,0
EST_128,7,A,Inseguranças no uso das redes sociais,"['fonte', 'facilidade', 'todo', 'esse', 'mudanças', 'nossas', 'e', 'pessoais', 'coisas', 'são', 'sendo', 'algumas', 'clonagem', 'fake', '-', 'informações', 'de', 'redes', 'sabemos', 'verdadeiro', '-', '-', '-', '-', 'sociais', '-', '-', 'usar', 'redes', '-', 'com', 'de', 'e', 'dados', 'devem', 'uso', 'todas']",29-02-2024,08:03,08:19,16.0,70.257,0.624,43.243,16,1,9,1,2,8
EST_129,7,B,Inseguranças no uso das redes sociais,"['ligação', 'internete', 'todo', 'esse', 'falhas', 'maiores', 'Tambêm', 'pessoais', 'nois', 'são', 'sendo', 'muito', 'parte', 'fotos', 'preocupação', 'informaçoes', 'de', 'redes', 'consegue', 'verdadeiro', 'Isso', 'e', 'na', 'impresas', 'sociais', 'ansiedade', 'depresão', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'a', 'uso', 'as']",29-02-2024,07:55,08:13,18.0,78.45,0.486,48.649,18,4,6,3,6,0
EST_138,7,B,Inseguranças no uso das redes sociais,"['tecnologia', 'internet', 'redes', 'como', 'coisas', 'mais', 'do', 'pessoais', 'coisas', 'são', 'sendo', 'muitas', 'paginas', 'contas', 'coisa', 'coisas', 'de', 'redes', 'conseguimos', 'real', 'também', 'como', 'de', '-', 'sociais', 'pagina', 'redes', 'usar', 'redes', 'depressão', 'com', 'de', 'por', 'celular', 'devem', 'que', 'dar']",29-02-2024,07:55,08:06,11.0,67.365,0.653,29.73,11,2,11,3,9,1
EST_141,7,A,Inseguranças no uso das redes sociais,"['rede', '-', 'todo', 'o', 'preucações', 'unicas', 'do', 'celulares', 'veses', 'é', 'sendo', 'muita', 'divercidades', '-', 'coisa', 'amisade', 'de', 'redes', '-', '-', 'nos', '-', '-', '-', 'sociais', 'nova', 'ate', 'uso', 'rede', '-', 'com', 'das', 'por', 'coisas', '-', '-', '-']",29-02-2024,08:03,08:31,28.0,46.055,1.03,16.216,6,2,8,3,7,11
EST_143,7,A,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'o', 'distrações', 'grandes', 'também', 'pessoais', 'coisas', 'são', 'sendo', 'uma', 'insegurança', 'também', 'coisa', 'propagandas', 'de', 'redes', 'sinto', 'verdade', 'você', 'ou', 'de', 'robôs', 'sociais', 'imagem', 'também', 'criar', 'redes', 'estresse', 'com', 'são', 'por', 'dados', 'devem', 'uso', 'essas']",29-02-2024,08:03,08:29,26.0,72.154,0.542,32.432,12,2,10,7,6,0
EST_152,7,B,Inseguranças no uso das redes sociais,"['maneiro', 'juntar', 'todo', 'esse', 'inseguranças', 'reais', 'Para', 'pessoais', 'vezes', 'são', 'sendo', 'muitas', 'crecimento', 'dados', 'coisa', 'informações', 'de', 'redes', 'se', 'verdadeiro', 'Que', 'como', 'da', 'roubar', 'sociais', 'grande', 'ansiedade', 'ter', 'redes', 'depressão', 'com', 'de', 'para', 'dados', 'tem', 'uso', 'apagar']",29-02-2024,07:55,08:26,31.0,72.551,0.569,48.649,18,0,8,3,8,0
EST_154,7,B,Inseguranças no uso das redes sociais,"['falta', 'dificudade', 'todo', 'o', 'inseguranças', 'é', 'do', 'e', 'vezes', 'são', 'sendo', 'informação', 'privacidade', 'conta', 'coisa', 'contas', 'de', 'redes', 'conseguimos', 'golpe', 'e', 'e', 'a', 'informação', 'sociais', 'conta', 'muitas', 'criar', 'redes', 'insegurança', 'com', 'de', 'e', 'informação', 'podem', 'que', 'as']",29-02-2024,07:55,08:13,18.0,66.978,0.639,37.838,14,1,8,5,9,0
EST_157,7,A,Inseguranças no uso das redes sociais,"['ajuda', 'possibilidade', 'todo', 'o', 'desvantagem', 'maiores', 'é', 'bancarios', 'pessoas', 'são', 'sendo', 'uma', 'coleta', 'senhas', 'preocupação', 'noticias', 'de', 'redes', 'conseguem', 'verdade', 'como', 'de', 'de', 'famosos', 'sociais', 'crise', 'grandes', 'divulgar', 'redes', 'depresão', 'com', 'de', 'pelas', 'algumas', 'deve', 'uso', 'as']",29-02-2024,08:03,08:16,13.0,75.986,0.528,37.838,14,5,8,3,7,0
EST_164,7,A,Inseguranças no uso das redes sociais,"['rede', 'capacidade', 'todo', 'o', 'inseguranças', 'principais', 'e', 'utilizados', 'preocupações', 'foram', 'sendo', 'muitas', 'coleta', 'dados', 'preocupação', 'noticias', 'de', 'redes', 'conseguimos', 'verdadeiro', 'também', 'e', 'a', 'site', 'cociais', 'forte', 'inseguranças', 'colocar', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'precisão', 'uso', 'e']",29-02-2024,08:03,08:37,34.0,80.691,0.443,45.946,17,2,10,3,5,0
EST_170,7,B,Inseguranças no uso das redes sociais,"['facilidade', 'capacidade', 'todo', 'o', 'complicações', 'muitas', 'capacita', 'constantemente', 'coisas', 'são', 'sendo', 'uma', 'veracidade', 'jornais', 'preocupação', 'informações', 'do', 'redes', 'conseguir', 'verdadeiro', 'muito', 'e', 'a', 'lojas', 'levam', 'forte', 'ataque', 'pessoas', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'podem', 'uso', 'as']",29-02-2024,07:55,08:11,16.0,72.766,0.569,40.541,15,3,8,3,8,0
EST_172,7,B,Inseguranças no uso das redes sociais,"['informações', 'preocupações', 'redes', 'está', 'Privacidade', 'outras', 'é', 'pessoais', 'outras', 'foram', 'sendo', 'uma', 'privacidade', 'preocupações', 'maneiras', 'informações', 'da', 'redes', 'está', 'privacidade', 'informações', 'preocupações', 'pessoais', 'outras', 'sociais', 'pagina', 'maneiras', 'parsa', 'redes', 'depreção', 'com', 'de', 'é', 'redes', 'como', 'uso', 'outras']",29-02-2024,07:55,08:17,22.0,61.278,0.781,27.027,10,3,10,0,14,0
EST_182,7,A,Inseguranças no uso das redes sociais,"['criação', 'abilidade', '-', '-', 'dificuldades', '-', 'e', 'tendo', 'nos', 'todos', 'o', '-', 'pesquisas', 'a', 'também', 'fotos', 'de', 'redes', 'consegue', 'verdadeiro', 'não', 'e', 'de', 'animais', 'podem', '-', '-', 'fazer', '-', 'depressão', 'com', 'fizeram', '-', 'dados', 'devem', 'dezenvolvimento', 'a']",29-02-2024,08:03,08:34,31.0,41.922,1.107,18.919,7,1,6,4,11,8
EST_184,7,A,Inseguranças no uso das redes sociais,"['rede', '-', '-', 'algum', '-', 'frequetes', 'e', 'privados', '-', 'são', 'sendo', 'tipo', 'milhares', 'dados', 'preocupações', 'informações', 'de', 'redes', 'vão', 'verdadeiro', 'isso', 'ou', 'a', '-', 'sociais', 'coisa', 'problemas', '-', 'redes', 'depressão', 'com', 'de', 'para', 'dados', 'pra', 'perigo', 'ás']",29-02-2024,08:03,08:14,11.0,56.72,0.828,32.432,12,2,6,3,8,6
EST_185,7,B,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'este', 'coisas', 'grandes', 'com', 'pessoais', 'coisa', 'estão', 'sendo', 'muita', 'disseminação', 'endereço', 'coisa', 'informações', 'de', 'redes', 'da', 'verdadeiro', 'Isso', 'violencia', 'a', 'familiares', 'sociais', 'acumulo', 'brigas', 'expor', 'redes', 'depressão', 'com', 'de', 'de', 'dados', 'podem', 'uso', 'vazar']",29-02-2024,07:55,08:19,24.0,83.469,0.383,40.541,15,4,10,5,3,0
EST_186,7,A,Inseguranças no uso das redes sociais,"['rede', 'tecnologia', '-', 'o', 'beneficios', 'maiores', 'mas', 'ajuda', 'vezes', 'são', 'sendo', 'muitas', '-', 'dados', 'preocupação', 'notícias', 'de', 'redes', 'conseguimos', 'real', 'isso', 'e', 'de', 'famosos', 'podem', 'diferença', 'preconceito', 'ter', 'redes', 'depressão', 'com', 'que', 'e', 'redes', 'devem', 'uso', 'das']",29-02-2024,08:03,08:20,17.0,73.055,0.569,37.838,14,1,11,3,6,2
EST_188,7,A,Inseguranças no uso das redes sociais,"['facilidade', 'junção', 'todo', 'o', 'cuidados', 'principais', 'quando', 'é', 'pessoas', 'são', 'sendo', 'muitas', 'quantidade', 'dados', 'coisa', 'informações', 'de', 'redes', 'bem', 'verdadeiro', 'isso', 'como', 'de', 'lugares', 'sociais', 'camada', 'muito', 'criar', 'redes', 'estresse', 'com', 'de', 'e', 'dados', 'devem', 'dano', 'suas']",29-02-2024,08:03,08:21,18.0,77.585,0.472,40.541,15,2,10,5,5,0
EST_198,7,B,Inseguranças no uso das redes sociais,"['-', 'facilidade', '-', 'o', 'inseguranças', '-', '-', '-', 'pessoas', 'são', 'sendo', 'uma', '-', '-', 'preocupação', 'mensagens', 'de', 'redes', 'conseguimos', 'verdadeiro', 'E', 'e', 'na', '-', 'sociais', '-', '-', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'devem', '-', 'falsas']",29-02-2024,07:55,08:30,35.0,61.097,0.767,45.946,17,0,5,2,2,11
EST_199,7,A,Inseguranças no uso das redes sociais,"['falta', 'forma', 'lugares', 'o', 'proplemas', 'muitas', 'e', 'privados', 'pessoas', 'são', 'sendo', 'muitas', '-', 'convesas', 'preucopasão', 'indentidade', 'de', 'redes', 'consiguimos', 'verdadeiro', 'tudo', 'e', 'na', '-', 'sociais', 'ansiedade', 'problemas', 'celular', 'redes', 'depressão', 'com', 'de', 'pelo', 'coisas', 'devem', 'uso', 'das']",29-02-2024,08:03,08:16,13.0,72.72,0.569,35.135,13,2,11,3,6,2
