discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,duracao,correcao,quadrante_1,quadrante_2,quadrante_3,quadrante_4,compreensao,coeficiente_variacao,taxa_exatas,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco
EST_034,7,A,Inseguranças no uso das redes sociais,"['possibilidade', 'possibilidade', 'todo', 'o', 'inseguranças', 'maiores', 'com', '-', 'vezes', 'são', 'sendo', 'muitas', '-', 'privacidades', 'preocupação', 'informações', 'de', 'redes', 'consegue', 'real', 'e', 'horriveis', 'grandes', '-', 'sociais', 'extrema', 'muito', 'mostrar', 'redes', 'depressão', 'com', 'na', 'informação', 'perfis', 'devem', 'respeito', 'muitas']",29-02-2024,08:03,08:15,12.0,"['grafia_incorreta', 'exata', 'exata', 'classe_correta', 'exata', 'aceitavel', 'exata', 'branco', 'exata', 'exata', 'exata', 'aceitavel', 'branco', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'erro', 'erro', 'erro', 'erro', 'branco', 'exata', 'erro', 'erro', 'classe_correta', 'exata', 'exata', 'exata', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta', 'erro']","('exata', 2)","('exata', 4)","('erro', 4)","('exata', 3)",64.865,0.691,40.541,15,2,5,4,8,3
EST_035,7,B,Inseguranças no uso das redes sociais,"['forma', 'forma', 'todo', 'esse', 'prejudicações', 'muitas', 'Do', 'pessoais', 'delas', 'são', 'cendo', 'muita', 'tecnologia', 'dados', 'preocupações', 'publicações', 'de', 'redes', 'sabermos', 'verdadeiro', 'isso', 'e', 'na', 'lugares', 'sociais', 'mais', 'sempre', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'tenque', 'ussos', 'das']",29-02-2024,07:55,08:10,15.0,"['classe_correta', 'classe_correta', 'exata', 'exata', 'aceitavel', 'erro', 'classe_correta', 'exata', 'erro', 'exata', 'grafia_incorreta', 'aceitavel', 'aceitavel', 'aceitavel', 'grafia_incorreta', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'exata', 'erro', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata']","('classe_correta', 2)","('aceitavel', 3)","('exata', 3)","('exata', 6)",81.081,0.438,45.946,17,3,8,4,5,0
EST_039,7,A,Inseguranças no uso das redes sociais,"['rede', 'possibilidade', 'todo', 'o', 'mudanças', 'nossas', 'como', 'pessoais', 'vezes', 'são', 'sendo', 'nossa', 'insegurança', 'sites', 'coisa', 'pessoas', 'de', 'redes', 'conseguir', 'certo', 'e', 'como', 'danificando', 'empresas', 'sociais', 'certa', 'mais', 'ver', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'devem', 'uso', 'muitas']",29-02-2024,08:03,08:27,24.0,"['classe_correta', 'exata', 'exata', 'classe_correta', 'aceitavel', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'erro', 'erro', 'erro', 'erro', 'exata', 'exata', 'erro', 'erro', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'erro']","('exata', 3)","('aceitavel', 2)","('erro', 4)","('exata', 4)",70.27,0.607,43.243,16,3,5,4,9,0
EST_041,7,B,Inseguranças no uso das redes sociais,"['rede', 'forma', 'todo', 'esse', 'questões', 'mais', 'Pelo', 'e', 'coisas', 'são', 'sendo', 'alguma', 'pergunta', 'idade', 'preocupação', 'identidade', 'do', 'redes', 'sabemos', 'real', 'Isso', 'racionais', 'emocionais', 'população', 'sociais', 'questão', 'dores', 'ter', 'redes', 'depressão', 'com', 'usam', 'e', 'dados', 'devem', 'que', 'das']",29-02-2024,07:55,08:07,12.0,"['classe_correta', 'classe_correta', 'exata', 'exata', 'aceitavel', 'erro', 'classe_correta', 'erro', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'erro', 'classe_correta', 'exata', 'classe_correta', 'grafia_incorreta', 'exata', 'aceitavel', 'erro', 'exata', 'erro', 'erro', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'aceitavel', 'erro', 'exata']","('classe_correta', 2)","('exata', 1)","('erro', 2)","('exata', 3)",70.27,0.584,37.838,14,2,7,6,8,0
EST_043,7,B,Inseguranças no uso das redes sociais,"['mudaçar', 'sede', 'do', 'o', 'trabalho', 'coisa', 'celular', 'é', 'pessoa', 'então', 'celular', 'muita', 'pessoas', 'privacidade', 'coisa', 'documento', 'evia', 'com', 'tem', 'documento', 'é', 'no', 'na', 'que', '-', 'nova', 'muito', 'muita', 'images', 'gente', 'com', 'da', 'pelo', 'gente', 'deve', 'possessor', 'tambem']",29-02-2024,07:55,08:09,14.0,"['erro', 'aceitavel', 'erro', 'classe_correta', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'branco', 'erro', 'erro', 'erro', 'aceitavel', 'aceitavel', 'exata', 'grafia_incorreta', 'erro', 'aceitavel', 'aceitavel', 'erro', 'erro']","('erro', 3)","('aceitavel', 5)","('erro', 3)","('aceitavel', 2)",41.892,1.128,2.703,1,1,12,3,19,1
EST_045,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', '-', 'o', '-', 'suas', '-', '-', '-', '-', '-', '-', '-', '-', 'coisas', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'sociais', '-', '-', 'criar', 'redes', '-', 'com', 'de', 'que', '-', 'devem', '-', 'das']",29-02-2024,08:03,08:20,17.0,"['classe_correta', 'classe_correta', 'branco', 'classe_correta', 'branco', 'erro', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'aceitavel', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'exata', 'branco', 'branco', 'classe_correta', 'exata', 'branco', 'exata', 'exata', 'erro', 'branco', 'aceitavel', 'branco', 'exata']","('branco', 4)","('branco', 4)","('branco', 5)","('exata', 2)",24.324,1.629,13.514,5,0,2,4,2,24
EST_053,7,A,Inseguranças no uso das redes sociais,"['formas', 'tecnologia', 'todo', 'esse', 'doenças', 'principais', 'com', '-', 'vezes', 'são', 'sendo', 'uma', 'segurança', 'senhas', 'preucupações', 'informações', 'do', 'redes', 'conseguimos', 'real', 'isso', 'e', 'da', 'empresas', 'sociais', '-', 'crises', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'devem', '-', 'das']",29-02-2024,08:03,08:21,18.0,"['classe_correta', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'branco', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'exata', 'exata', 'erro', 'exata', 'exata', 'classe_correta', 'exata', 'exata', 'branco', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'branco', 'exata']","('exata', 2)","('exata', 4)","('exata', 2)","('exata', 6)",86.486,0.372,64.865,24,2,5,2,1,3
EST_057,7,A,Inseguranças no uso das redes sociais,"['rede', 'forma', '-', 'o', 'inseguransas', 'primeiras', 'com', 'pessoais', 'vezes', 'são', 'sendo', 'uma', 'utilização', 'fonte', 'coisa', 'noticias', 'de', 'redes', 'sabem', 'verdade', 'isso', 'é', 'de', 'ataques', 'sociais', '-', 'fortes', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'devem', 'perigo', 'falsas']",29-02-2024,08:03,08:21,18.0,"['classe_correta', 'classe_correta', 'branco', 'classe_correta', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'exata', 'branco', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'classe_correta', 'erro']","('exata', 4)","('aceitavel', 3)","('grafia_incorreta', 1)","('exata', 4)",78.378,0.458,40.541,15,4,7,6,3,2
EST_065,7,B,Inseguranças no uso das redes sociais,"['facilidade', 'oportunidade', 'todo', 'isso ', 'precauções', 'principais', 'Nisso', 'usados', 'vezes', 'são', 'sendo', 'uma', 'privacidade', 'dados', 'preocupação', 'notícias', 'de', 'redes', 'conseguimos', 'verdadeiro', 'Isso', 'ou', 'de', 'empresas', 'sociais', 'perda', 'riscos', 'ter', 'redes', 'depressão', 'com', 'de', 'e', 'dados', 'devem', 'perigo', 'de']",29-02-2024,07:55,08:24,29.0,"['exata', 'aceitavel', 'exata', 'grafia_incorreta', 'aceitavel', 'exata', 'erro', 'erro', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'aceitavel']","('erro', 2)","('exata', 3)","('aceitavel', 3)","('exata', 6)",91.892,0.269,56.757,21,1,11,2,2,0
EST_071,7,B,Inseguranças no uso das redes sociais,"['mensagem', 'internet', 'rede', 'com', 'ansiedade', 'maiores', 'com', 'pessoais', 'que', 'foram', 'sendo', 'uma', 'coleta', 'contas', 'preocupação', 'contas', 'do', 'redes', 'conseguimos', 'verdadeiro', 'Também', 'como', 'da', 'preocupações', 'sociais', 'causa', 'danos', 'precisar', 'redes', 'depressão', 'com', 'da', 'para', 'dados', 'podem', 'risco', 'muitas']",29-02-2024,07:55,08:13,18.0,"['aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'exata', 'exata', 'erro', 'erro', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'exata', 'exata', 'grafia_incorreta', 'erro', 'exata', 'classe_correta', 'classe_correta', 'erro']","('erro', 3)","('exata', 2)","('classe_correta', 3)","('exata', 3)",70.27,0.584,35.135,13,3,7,6,8,0
EST_073,7,B,Inseguranças no uso das redes sociais,"['rede', 'facilidade', 'todo', 'o', 'inseguranças', 'inseguranças', 'com', 'moveis', 'pessoas', 'são', 'sendo', 'uma', 'parte', 'fotos', 'inseguranças', 'comtas', 'de', 'rede', 'conseguimos', 'verdade', 'Tambem', 'pessoas', 'na', 'aplicativos', 'sociais', 'pessoa', 'é', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'podem', 'uso', 'as']",29-02-2024,07:55,08:12,17.0,"['classe_correta', 'aceitavel', 'exata', 'classe_correta', 'exata', 'erro', 'exata', 'classe_correta', 'aceitavel', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'erro', 'erro', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'classe_correta', 'exata', 'grafia_incorreta']","('classe_correta', 1)","('aceitavel', 3)","('erro', 2)","('exata', 4)",78.378,0.458,37.838,14,3,9,6,5,0
EST_075,7,A,Inseguranças no uso das redes sociais,"['prática', 'facilidade', 'todo', 'esse', 'mudanças', 'maiores', 'com', 'pessoais', 'pessoas', 'são', 'sendo', 'uma', 'invazão', 'senhas', 'situação', 'noticias', 'do', 'redes', 'conseguem', 'verdadeiro', 'isso', 'graves', 'de', 'fofocas', 'sociais', 'fobia', 'problemas', 'ser', 'redes', 'depressão', 'com', 'dessa', 'e', 'contas', 'devem', 'problema', 'das']",29-02-2024,08:03,08:37,34.0,"['aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'aceitavel', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'exata']","('aceitavel', 2)","('exata', 2)","('exata', 2)","('exata', 3)",89.189,0.323,45.946,17,2,13,2,3,0
EST_081,7,A,Inseguranças no uso das redes sociais,"['forma', 'possibilita', 'todo', 'o', 'inseguranças', 'grandes', 'tendo', 'pessoais', 'vezes', 'foram', 'sendo', 'muita', 'divulgação', 'localização', 'preocupação', 'informações', 'de', 'redes', 'podemos', 'verdadeiro', 'isso', 'e', 'a', 'empresas', 'sociais', 'rede', 'críticas', 'ter', 'redes', 'insegurança', 'com', 'de', 'e', 'contas', 'devem', 'uso', 'também']",29-02-2024,08:03,08:22,19.0,"['classe_correta', 'grafia_incorreta', 'exata', 'classe_correta', 'exata', 'aceitavel', 'erro', 'exata', 'exata', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata', 'erro']","('exata', 2)","('exata', 4)","('exata', 3)","('exata', 3)",90.541,0.282,51.351,19,2,11,3,2,0
EST_083,7,A,Inseguranças no uso das redes sociais,"['criação', 'criaçâo', '-', 'o', 'duvidas', 'maiores', 'com', 'móveis', '-', 'são', 'sendo', 'uma', 'rede', '-', 'preucupação', 'informações', 'de', 'redes', 'sabemos', 'verdadeiro', 'isso', 'sérios', 'com', '-', 'sociais', 'situaçâo', 'mortes', 'fazer', 'redes', 'depressão', 'com', 'de', 'por', 'dados', 'podem', 'limite', '-']",29-02-2024,08:03,08:33,30.0,"['aceitavel', 'aceitavel', 'branco', 'classe_correta', 'aceitavel', 'aceitavel', 'exata', 'aceitavel', 'branco', 'exata', 'exata', 'exata', 'classe_correta', 'branco', 'grafia_incorreta', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'classe_correta', 'branco', 'exata', 'grafia_incorreta', 'aceitavel', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'classe_correta', 'classe_correta', 'branco']","('aceitavel', 2)","('exata', 3)","('exata', 2)","('exata', 4)",72.973,0.542,40.541,15,2,7,6,2,5
EST_089,7,B,Inseguranças no uso das redes sociais,"['rede', 'forma', 'todo', 'o', 'possitividades', 'maiores', 'E', 'pessoais', 'vezes', 'são', 'sendo', 'muita', 'relação', 'fotos', 'preocupação', 'identidade', 'e', 'redes', 'sabemos', 'verdadeiro', 'Isso', 'e', 'e', 'idosos', 'sociais', 'doença', 'bem', 'ter', 'redes', 'depressão', 'com', 'de', 'por', 'informações', 'devem', 'uso', 'com']",29-02-2024,07:55,08:11,16.0,"['classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'classe_correta', 'grafia_incorreta', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'erro', 'exata', 'aceitavel', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'classe_correta']","('exata', 3)","('aceitavel', 3)","('exata', 3)","('exata', 4)",82.432,0.404,43.243,16,2,10,5,4,0
