discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,duracao,compreensao,coeficiente_variacao,percentual_corretas,correta,grafia_incorreta,aceitavel,classe_correta,erro,branco
EST_042,9,B,Consumismo entre os jovens,"['como', 'as', 'causada', 'de', 'dos', 'de', 'social', 'graves', 'também', 'desapontamento', 'das', 'são', 'jovens', 'ligado', 'ainda', 'alguns', 'misturar', 'por', 'jovens', 'suficiente', 'das', 'prazo', 'o', 'é', 'financeira', 'aprendam', 'supervisionar', 'importante', 'sub', 'sobre', 'excesso', 'para', 'o', 'É', 'dinheiro', 'considerados', 'utilizado']",29-02-2024,08:01,08:12,11.0,80.204,0.428,48.649,18,2,8,5,4,0
EST_046,9,A,Consumismo entre os jovens,"['como', 'sobre', 'colocada', 'de', 'em', 'de', 'social', 'graves', 'excessivo', 'decepção', 'de', 'são', 'jovens', 'meio', 'eles', 'eles', 'relacionar', 'por', 'jovens', 'suficiente', 'e', 'prazo', 'o', 'é', 'financeira', 'saibam', 'gastar', 'importante', 'seu', 'maior', 'ato', 'para', 'o', 'é', 'consumo', 'tão', 'aplicado']",29-02-2024,08:02,08:12,10.0,69.747,0.611,37.838,14,1,10,3,9,0
EST_047,9,B,Consumismo entre os jovens,"['como', 'das', 'cultural', 'teste', 'de', 'de', '-', 'fortes', 'de', 'trajedia', 'com', 'ajuda', 'animais', 'legitimo', 'eles', 'com', 'adpitar', 'no', 'humanos', 'logo', 'das', 'tempo', 'esse', 'e', 'deles', 'possa', 'muito', 'provavel', 'nosso', 'sobre', 'posse', 'quanto', 'outro', 'É', 'posso', 'ser', 'errado']",29-02-2024,08:01,08:11,10.0,41.22,1.083,13.514,5,1,7,6,17,1
EST_052,9,B,Consumismo entre os jovens,"['como', 'a', 'causada', 'do', 'dos', 'de', 'social', 'negativas', 'controlado', 'frustração', 'das', 'são', 'jovens', 'diante', 'eles', 'então', 'encontrar', 'por', 'jovem', 'suficiente', 'das', 'prazo', 'o', 'é', 'agora', 'venha', 'êconomizar', 'nécessario', 'consumo', 'sobre', 'atô', 'para', 'o', 'é', 'consumo', 'muito', 'maduro']",29-02-2024,08:01,08:18,17.0,72.936,0.569,48.649,18,2,6,3,8,0
EST_054,9,B,Consumismo entre os jovens,"['sobre', 'falsas', 'causada', 'da', 'de', 'de', 'social', 'problemáticas', 'excessivo', 'problemas', 'sobre', 'são', 'jovens', 'ligados', 'ainda', 'eles', 'indentificar', 'no', 'jovens', 'suficiente', 'logo', 'prazo', 'o', 'é', 'economica', 'possam', 'guardar', 'importante', 'sub', 'sobre', 'erro', 'para', 'o', 'é', 'consumo', 'muito ', 'usados']",29-02-2024,08:01,08:12,11.0,71.373,0.541,37.838,14,1,9,7,6,0
EST_056,9,B,Consumismo entre os jovens,"['principalmente', 'para', 'diversificada', 'por', 'pelos', 'por', 'social', 'importante', 'exagerado', 'economia', 'das', 'são', 'jovens', 'entre', 'jovens', 'para', 'melhorar', 'por', 'homens', 'especifica', 'de', 'periodo', 'o', 'bem', 'Superior', 'possam', 'pelo', 'importante', 'consumo', 'para', 'jovem', 'a', 'outro', 'É', 'jovem', 'bastante', 'consumo']",29-02-2024,08:01,08:15,14.0,51.553,0.873,24.324,9,0,8,6,14,0
EST_058,9,B,Consumismo entre os jovens,"['sobre', 'das', 'também', 'é', 'de', 'como', 'e', 'delas', 'também', 'que', 'foi', 'são', 'jovens', 'que', 'eles', 'que', 'organizar', 'em', 'eles', 'suficiente', 'das', 'depois', 'os', 'são', 'sempre', 'eles', 'manter', 'necessario', 'mundo', 'que', 'um', 'que', 'no', 'Seja', 'mundo', 'responsabilidade', 'seja']",29-02-2024,08:01,08:14,13.0,41.677,1.106,10.811,4,4,6,4,19,0
EST_059,9,B,Consumismo entre os jovens,"['como', 'a', 'fofoca', 'virtual', 'de', 'de', 'e', 'altas', 'virtual', 'brigas', 'são', 'vista', 'jovem', 'porque', 'deles', 'e', 'pesquisa', 'pelo', 'são', 'suficiente', 'de', 'disso', 'Fakenews', 'o', 'crianca', 'aprenda', 'contar', 'importante', 'crescimento', 'que', '-', 'que', 'animal', 'é', 'crescimento', 'sobre', 'tamanho']",29-02-2024,08:01,08:12,11.0,38.917,1.168,16.216,6,2,5,4,19,1
EST_061,9,B,Consumismo entre os jovens,"['como', 'de', 'mas', 'tem', 'de', 'de', 'pessoal', 'que', 'também', 'também', 'das', 'são', 'jovens', 'que', 'sempre', 'pode', 'estabelecer', 'por', 'jovens', 'suficiente', 'com', 'que', 'seus', 'é', 'seja', 'se', 'juntar', 'bom', 'jovem', 'com', 'um', 'por', 'todo', 'é', 'estado', 'mais', 'sempre']",29-02-2024,08:01,08:29,28.0,46.511,0.973,24.324,9,0,6,6,16,0
EST_062,9,A,Consumismo entre os jovens,"['dobrou', 'as', 'feita', 'do', 'de', 'de', 'social', 'piores', 'sempre', 'raiva', 'das', 'são', 'jovens', 'com', 'eles', 'eles', 'adaptar', 'por', 'deles', 'suficiente', 'de', 'prazo', 'o', 'é', 'financeira', 'possam', 'economizar', 'importante', 'uso', 'com', 'surto', 'para', 'o', 'é', 'consumismo', 'sempre', 'feito']",29-02-2024,08:02,08:11,9.0,78.39,0.486,51.351,19,3,6,3,6,0
EST_064,9,A,Consumismo entre os jovens,"['com', 'de', 'causada', 'de', 'de', 'do', 'social', 'maiores', 'exagerado', 'frustração', 'das', 'são', 'jovens', 'adolecentes', 'eles', 'e', 'socializar', 'por', 'deles', 'suficiente', 'de', 'prazo', 'o', 'é', 'financeira', 'aprendam', 'economizar', 'importante', 'seu', 'para', 'ação', 'para', 'o', 'é', 'consumo', 'muito', 'usado']",29-02-2024,08:02,08:12,10.0,85.46,0.382,51.351,19,5,7,2,4,0
EST_067,9,A,Consumismo entre os jovens,"['com', 'de', 'dada', 'do', 'de', 'ao', 'e', 'complicado', 'também', 'perder', 'como', 'são', 'humanos', 'direto', 'ainda', 'como', 'destacar', 'no', 'homens', 'suficiente', 'e', 'praso', 'o', 'e', 'deles', 'eles', 'contar', 'natural', 'como', 'tambem', 'insatisfação', 'quando', 'o', 'era', '-', '-', '-']",29-02-2024,08:02,08:19,17.0,49.446,0.941,18.919,7,2,8,4,13,3
EST_072,9,B,Consumismo entre os jovens,"['são', 'as', 'passa', 'usa', 'nos', 'ao', 'em', 'tem', 'é', 'aumento', 'e', 'são', 'jovens', 'tem', 'eles', 'e', 'consertar', 'ao', 'pode', 'mas', 'e', 'tempo', 'os', 'e', 'são', 'precisar', 'tem', '-', 'em', 'sofre', 'tempo', 'quando', 'o', 'E', 'aumento', 'tanto', 'para']",29-02-2024,08:01,08:13,12.0,45.908,1.029,10.811,4,3,9,3,17,1
EST_074,9,A,Consumismo entre os jovens,"['como', 'a', 'exercida', 'do', 'de', 'de', 'social', 'ruim', 'exagerado', 'problemas', 'são', 'são', 'jovem', 'graças', 'eles', 'e', 'adaptar', 'no', 'jovem', '-', 'dar', 'prazo', 'o', 'é', 'deles', 'aprendam', 'manusear', 'bom', 'pensamento', 'que', '-', 'de', 'o', 'sendo', 'consumo', 'tão', 'usado']",29-02-2024,08:02,08:10,8.0,65.681,0.667,37.838,14,1,8,4,8,2
EST_082,9,A,Consumismo entre os jovens,"['sobre', 'á', 'emocional', 'tendo', 'de', 'ao', 'social', 'exessivas', 'exesso', 'ansiedade', 'das', 'são', 'jovens', 'sobre', 'eles', 'e', 'conhecer', 'no', 'deles', 'suficiente', 'das', 'tempo', 'o', 'é', 'financeira', 'aprendam', 'guardar', 'preciso', 'sub', 'sobre', 'aumento', 'entre', 'o', 'é', 'consumismo', 'coisa', 'usada']",29-02-2024,08:02,08:16,14.0,71.895,0.541,37.838,14,1,9,7,6,0
EST_084,9,B,Consumismo entre os jovens,"['como', 'das', 'contínua', 'de', 'nos', 'do', 'ou', 'preocupação', 'disso', 'além', 'são', 'são', 'jovens', 'para', 'eles', 'como', 'conectar', 'no', 'deles', 'além', 'das', 'prazo', 'o', 'é', 'sempre', 'ajudam', 'obter', 'necessário', 'sub', 'com', 'objetivo', 'para', 'o', 'É', 'consumo', 'positivo', 'usado']",29-02-2024,08:01,08:09,8.0,57.448,0.782,32.432,12,2,5,6,12,0
EST_087,9,A,Consumismo entre os jovens,"['exemplo', 'a', 'causada', 'de', 'de', 'de', 'social', 'piores', 'exagerado', 'frustração', 'das', 'são', 'jovens', 'notável', 'eles', 'e', 'identificar', 'no', 'adolescentes', 'suficiente', 'da', 'tempo', 'o', 'é', 'financeira', 'aprendam', 'utilizar', 'importante', 'seu', 'sobre', 'tipo', 'para', 'o', 'é', 'consumo', 'algo', 'consumido']",29-02-2024,08:02,08:12,10.0,77.996,0.472,51.351,19,2,6,5,5,0
EST_088,9,B,Consumismo entre os jovens,"['como', 'as', 'dada', 'esse', 'como', 'de', 'e', 'ruins', 'auto', 'também', 'de', 'são', 'jovens', 'bom', 'eles', 'já', 'entender', 'ao', 'jovens', 'certa', 'das', 'prazo', 'o', 'é', 'para', 'passem', 'saber', 'importante', 'conhecimento', 'para', 'um', 'a', 'o', 'é', 'consumismo', 'tão', 'usado']",29-02-2024,08:01,08:12,11.0,59.987,0.752,21.622,8,2,11,4,12,0
EST_102,9,A,Consumismo entre os jovens,"['sobre', 'á', 'emocional', 'pelo', 'por', 'como', 'e', 'pior', 'tecnologia', 'intrigas', 'são', 'são', 'jovens', 'pelo', 'não', 'como', 'retirar', 'com', 'jovens', 'como', 'por', 'que', 'o', 'é', 'por', 'possa', 'juntar', 'possivel', 'jovens', 'para', 'pensamentos', 'que', 'o', 'que', 'jovens', 'pensar', 'poder']",29-02-2024,08:02,08:18,16.0,53.119,0.858,13.514,5,1,12,5,14,0
EST_103,9,B,Consumismo entre os jovens,"['tipo', 'a', 'social', 'com', 'de', 'de', 'social', 'catastrófico', 'deles', 'irritação', 'dessas', 'são', 'jovens', 'atraído', 'eles', 'porén', 'encaixar', 'pelo', 'jovens', 'suficiente', 'de', 'prazo', 'o', 'é', 'deles', 'possam', 'poupar', 'importante', 'grande', 'sobre', 'escolha', 'para', 'o', 'É', 'certo', 'totalmente', 'feito']",29-02-2024,08:01,08:17,16.0,64.342,0.681,43.243,16,2,4,5,10,0
EST_108,9,A,Consumismo entre os jovens,"['como', 'a', 'dada', 'de', 'a', 'de', 'social', 'preocupantes', 'execivo', 'desorganização', 'vindas', 'são', 'jovens', 'facis', 'muitos', 'e', 'divertir', 'por', 'casos', 'mental', 'de', 'tempo', 'o', 'é', 'financeira', 'ajude', 'manusear', 'importante', '-', 'sobre', 'ação', 'para', 'o', 'muito', 'consumo', 'tão', 'controlado']",29-02-2024,08:02,08:20,18.0,73.469,0.542,40.541,15,2,9,4,6,1
EST_110,9,B,Consumismo entre os jovens,"['celular', 'a', 'influenciados', 'de', 'no', 'desperdicio', 'na', 'piores', 'exagerado', 'prejuiso', 'altas', 'são', 'jovens', 'adolecente', 'o', 'comprar', 'encaxar', 'no', 'consumo', 'comprar', 'que', 'anos', 'o', 'é', 'consumo', 'tenho', 'guarda', 'preciso', 'gasto', 'sobre', 'compra', 'para', 'outros', 'É', 'consumo', 'ponto', 'necessario']",29-02-2024,08:01,08:30,29.0,47.14,0.993,24.324,9,1,6,4,17,0
EST_111,9,B,Consumismo entre os jovens,"['Porém', 'a', 'aumentou', 'do', 'de', 'de', 'social', 'grandes', 'desenfreado', 'desperdício', 'das', 'são', 'jovens', 'altos', 'eles', 'e', 'enturmar', 'por', 'jovens', 'suficiente', 'das', 'prazo', 'o', 'é', 'escolar', 'possam', 'administrar', 'importante', 'consumo', 'e', 'ato', 'para', 'o', 'é', 'consumismo', 'tão', 'controlado']",29-02-2024,08:01,08:11,10.0,76.358,0.5,45.946,17,2,8,4,6,0
EST_117,9,A,Consumismo entre os jovens,"['com', 'de', 'colocada', 'do', 'de', 'de', 'social', 'incoveniente', 'inconciente', 'estres', 'das', 'são', 'jovens', 'ligado', 'eles', 'há', 'relacionar', 'ao', 'deles', 'ainda', 'de', 'prazo', 'o', 'é', 'deles', 'possam', 'guardar', 'importante', 'crescimento', 'legal', 'parte', 'a', 'o', 'é', 'consumismo', 'tão', 'feito']",29-02-2024,08:02,08:17,15.0,68.985,0.583,37.838,14,2,7,7,7,0
EST_120,9,B,Consumismo entre os jovens,"['gerar', 'de', 'feita', 'de', 'no', 'de', 'social', 'além', 'humano', 'tristeza', 'não', 'são', 'trabalhadores', 'atentos', 'eles', 'essas', 'pessoas', 'no', 'vezes', 'suficiente', 'de', 'tempo', 'o', 'é', 'e', 'eles', 'separar', 'importante', 'seu', 'que', 'dia', 'para', 'o', 'também', 'processo', 'algo', 'feito']",29-02-2024,08:01,08:11,10.0,60.859,0.767,29.73,11,2,9,2,13,0
EST_124,9,A,Consumismo entre os jovens,"['como', 'das', 'causada', 'de', 'dos', 'de', 'social', 'graves', 'inadequado', 'raiva', 'das', 'são', 'jovens', 'para', 'ainda', 'e', 'desafiar', 'por', 'jovens', 'ainda', 'pelas', 'tempo', 'o', 'é', 'deles', 'possa', 'gerenciar', 'importante', 'uso', 'para', 'tipo', 'entre', 'o', 'é', 'uso', 'sempre', 'utilizado']",29-02-2024,08:02,08:11,9.0,74.54,0.514,32.432,12,1,13,5,6,0
EST_127,9,A,Consumismo entre os jovens,"['entre', 'a', 'ocasionada', 'do', 'de', 'de', 'social', 'graves', 'exagerado', 'angústia', 'são', 'são', 'jovens', 'abordando', 'eles', 'entretanto', 'anexar', 'ao', 'jovens', 'suficiente', 'das', 'prazo', 'o', 'é', 'juvenil', 'saiba', 'ter', 'importante', 'uso', 'sobre', 'ação', 'para', 'o', 'é', 'consumismo', 'muito', 'usa']",29-02-2024,08:02,08:14,12.0,75.079,0.47,35.135,13,1,11,8,4,0
EST_130,9,A,Consumismo entre os jovens,"['com', 'das', 'esistentes', 'e', 'ao', 'dé', 'gera', 'mais', 'do', 'desde', 'para', 'avia', 'jovens', 'entre', 'eles', 'são', 'maturidade', 'desse', 'vezes', 'consumismo', 'estarar', 'tempo', 'as', 'que', 'deles', 'não', 'consumo', 'consumismo', 'jovens', 'social', 'meio', 'elas', 'pressão', 'identidade', 'decada', '-', 'que']",29-02-2024,08:02,08:21,19.0,28.867,1.507,2.703,1,3,6,2,24,1
EST_131,9,B,Consumismo entre os jovens,"['sendo', 'dessas', 'colocada', 'de', 'dos', 'de', 'ambiental', 'graves', 'também', 'frustração', 'das', 'são', 'adolescentes', 'relacionados', 'eles', 'também', 'ccolocar', 'por', 'deles', 'total', 'das', 'prazo', 'esse', 'será', 'deles', 'aprendam', 'economizar', 'provável', 'próprio', 'sobre', 'ato', 'de', 'o', 'É', 'consumo', 'algo', 'moderado']",29-02-2024,08:01,08:16,15.0,75.948,0.5,35.135,13,2,12,4,6,0
EST_132,9,A,Consumismo entre os jovens,"['como', 'de', 'posta', 'do', 'de', 'de', 'social', 'ruins', 'excessivo', 'irritamento', 'são', 'são', 'jovens', 'crianças', 'eles', 'mas', 'encaixar', 'por', 'jovens', 'suficiente', 'de', 'prazo', 'o', 'é', 'finaceira', 'aprendam', 'juntar', 'bom', 'gasto', 'para', 'compra', 'para', 'o', 'é', 'uso', 'algo', 'controlado']",29-02-2024,08:02,08:08,6.0,76.376,0.5,45.946,17,1,9,4,6,0
EST_133,9,A,Consumismo entre os jovens,"['assim', 'de', 'social', 'de', 'nos', 'de', 'social', 'grave', 'social', 'problemas', 'são', 'são', 'jovens', 'novo', 'eles', 'que', 'comunicar', 'no', 'jovens', 'suficiente', 'das', 'prazo', 'o', 'é', 'basica', 'aprendam', 'cociliar', 'normal', 'jovem', 'sobre', 'escolha', 'que', 'o', 'é', 'jovem', 'totalmente', 'modo']",29-02-2024,08:02,08:13,11.0,56.715,0.828,32.432,12,1,7,3,14,0
EST_137,9,B,Consumismo entre os jovens,"['como', 'a', 'criado', 'do', 'de', 'de', 'social', 'piores', 'exagerado', 'desapontamento', 'criadas', 'são', 'jovens', 'associado', 'constantemente', 'eles', 'encaixar', 'por', 'jovens', 'suficiente', 'de', 'prazo', 'o', 'e', 'financeiro', 'saibam', 'economizar', 'crucial', 'consumo', 'proprio', 'ato', 'a', 'o', 'também', 'consumismo', 'tão', 'praticado']",29-02-2024,08:01,08:18,17.0,76.615,0.514,40.541,15,3,10,2,7,0
EST_139,9,B,Consumismo entre os jovens,"['como', 'a', 'imposta', 'do', 'de', 'de', 'social', 'ruins', 'compulsivo', 'raiva', 'nas', 'são', 'jovens', 'ligado', 'eles', 'e', 'moldar', 'em', 'adolecentes', 'suficiente', 'de', 'vida', 'esse', 'é', 'escolar', 'possamos', 'utilizar', 'importante', 'nosso', 'sobre', 'ato', 'à', 'o', 'É', 'consumo', 'negativo', 'lidado']",29-02-2024,08:01,08:19,18.0,68.346,0.567,40.541,15,1,6,9,6,0
EST_145,9,B,Consumismo entre os jovens,"['como', 'de', 'causada', 'pelo', 'de', 'de', 'social', 'graves', 'exagerado', 'poluição', 'das', 'são', 'jovens', 'propício', 'eles', 'nas', 'embelezar', 'por', 'jovens', 'suficiente', 'de', 'prazo', 'o', 'é', 'monetária', 'apredam', 'economizar', 'necessário', 'pensamento', 'para', 'produtos', 'para', 'outros', 'É', 'consumo', 'tão', 'moderado']",29-02-2024,08:01,08:28,27.0,81.07,0.443,45.946,17,2,10,3,5,0
EST_148,9,A,Consumismo entre os jovens,"['e', 'a', 'feita', 'em', 'de', 'de', 'e', 'ruins', 'exessiva', 'problemas', 'são', 'são', 'jovens', 'para', 'eles', 'mas', 'desenvolver', 'pelo', 'que', 'ou', 'ou', 'prazo', 'o', 'é', 'dada', 'possam', 'juntar', 'importante', 'pensamento', 'com', 'um', 'para', 'o', 'é', 'consumo', '-', 'usado']",29-02-2024,08:02,08:17,15.0,55.38,0.795,27.027,10,0,8,7,11,1
EST_151,9,A,Consumismo entre os jovens,"['mas', 'a', 'que', 'de', 'nos', 'no', 'também', 'complicados', 'que', 'negação', 'são', 'bem', 'jovens', 'importantes', 'eles', 'estão', 'identificar', 'ao', 'jovens', 'mas', 'as', 'tempo', 'o', 'é', 'financeira', 'comece', 'economizar', 'importante', 'conhecimento', 'importante', 'jovens', 'como', 'o', 'é', 'dinheiro', 'algo', 'responsavel']",29-02-2024,08:02,08:15,13.0,53.299,0.858,16.216,6,2,10,5,14,0
EST_155,9,B,Consumismo entre os jovens,"['e', 'de', 'psicológica', 'sobre', 'e', 'de', 'social', 'graves', 'também', 'desigualdade', 'e', 'são', 'jovens', 'focado', 'eles', 'e', 'apropriar', 'por', 'que', 'suficiente', 'das', 'prazo', 'o', 'e', 'financeira', 'aprender', 'economizar', 'importante', 'jovem', 'sobre', 'coisa', 'a', 'o', 'Também', 'consumismo', 'tão', 'usado']",29-02-2024,08:01,08:16,15.0,66.233,0.681,32.432,12,4,8,2,11,0
EST_156,9,A,Consumismo entre os jovens,"['importantes', 'de', 'divugada', 'e', 'de', 'de', 'social', 'grandes', 'ecessivo', 'lixo', 'das', 'ser', 'jovens', 'para', 'não', 'e', 'interagir', 'por', 'que', 'suficiente', 'das', 'prazo', 'o', 'é', 'financeira', 'possamos', 'juntar', 'nessesario', 'também', 'com', 'pessoa', 'assim', 'o', 'sejam', 'consumismo', 'algo', 'controlado']",29-02-2024,08:02,08:09,7.0,73.771,0.542,37.838,14,2,10,4,7,0
EST_161,9,A,Consumismo entre os jovens,"['a', 'de', '-', 'consumista', 'de', 'de', 'social', 'gradativas', 'exagerado', 'tristeza', 'das', 'são', 'jovens', 'propricios', 'os', 'por', 'atualizar', 'pelo', 'jovens', 'suficiente', 'de', 'prazo', 'o', 'é', 'positiva', 'possam', 'manusear', 'bom', 'seu', 'para', 'ato', 'para', 'o', 'é', 'consumo', 'tão', 'maneirado']",29-02-2024,08:02,08:08,6.0,67.827,0.611,37.838,14,0,9,6,7,1
EST_166,9,A,Consumismo entre os jovens,"['com', 'á', 'emocional', 'tendo', 'de', 'com', 'social', 'excessivas', 'em', 'ansiedade', 'das', 'são', 'jovens', 'sobre', 'eles', 'e', 'conhecer', 'no', 'jovens', 'suficiente', 'com', 'tempo', 'o', 'é', 'financeira', 'aprendam', 'administrar', 'preciso', 'sub', 'sobre', 'aumento', 'para', 'o', 'é', 'consumo', 'algo', 'usado']",29-02-2024,08:02,08:14,12.0,70.375,0.555,43.243,16,1,6,8,6,0
EST_169,9,A,Consumismo entre os jovens,"['como', 'as', 'pressão', 'do', 'aos', 'virando', 'social', 'graves', 'entre', 'desprezo', 'só', 'são', 'jovem', 'no', 'eles', 'eles', 'infiltra', 'no', 'jovem', 'suficiente', 'de', 'vida', 'esse', 'é', 'importante', 'possam', 'investir', 'preciso', 'seu', 'que', 'um', 'pra', 'o', 'é', 'consumo', 'algo', 'algo']",29-02-2024,08:02,08:20,18.0,57.111,0.781,27.027,10,3,6,6,12,0
EST_173,9,A,Consumismo entre os jovens,"['entretanto', 'de', 'convocada', 'de', 'nos', 'de', 'social', 'excesiva', 'propagandista', 'prejuízo', 'das', 'são', 'alvos', 'preparado', 'sempre', 'em', 'socializar', 'em', 'de', 'mental', 'de', 'do', 'o', 'é', 'psicologica', 'nós', 'cuidar', 'de', 'pensamento', 'para', 'momento', 'para', 'o', 'é', 'consumismo', 'algo', 'correspondido']",29-02-2024,08:02,08:09,7.0,73.938,0.542,27.027,10,3,13,4,7,0
EST_177,9,A,Consumismo entre os jovens,"['sobre', 'a', 'emposta', 'de', 'em', 'de', 'desperdício', 'importantes', 'excessivo', 'obesidade', 'mostrados', 'são', 'jovens', 'vulneravel', 'ja', 'e', 'entregar', 'por', 'que', 'suficiente', 'das', 'desse', 'o', 'é', 'monetaria', 'saibam', 'gastar', 'possivel', 'sistema', 'quanto', 'dia', 'quanto', 'o', 'é', 'consumismo', 'errado', 'jeito']",29-02-2024,08:02,08:10,8.0,61.784,0.738,24.324,9,3,10,3,12,0
EST_187,9,A,Consumismo entre os jovens,"['sobre', 'de', 'feita', 'do', 'dos', 'de', '-', 'ruins', 'ececivo', 'doenças', 'das', 'são', 'jovens', 'jeito', 'eles', 'e', 'enfiltrar', 'por', 'jovens', 'suficiente', 'das', 'tempo', 'o', 'é', 'completa', 'aprendam', 'ganhar', 'importante', 'mundo', 'que', 'tipo', 'que', 'eles', 'é', 'consumismo', 'tão', 'praticado']",29-02-2024,08:02,08:10,8.0,68.138,0.625,29.73,11,1,12,4,8,1
