discente,escola,ano,turma,texto,respostas,correcao_humana,tempo_inicial,tempo_final,pontuacao,correcao,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco,compreensao
EST_11,CODAP,6,B,Lembranças do passado,"['caro', 'tinha', 'o', 'café', 'e', 'saia', 'era', 'tinha', 'e', 'que', 'era', 'era', 'e', 'e', 'no', 'ouvia', 'era', 'e', 'era', 'quando', 'foi', 'pequeno', 'e', 'e', 'tem', 'trabalha', 'luto', 'tem', 'vende', 'vive', 'no', 'o', 'era', 'também', 'nas']","['-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-']",08:00,08:23,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]","['erro', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'exata', 'aceitavel', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'exata', 'aceitavel', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'erro']",2,0,3,12,18,0,31.429
EST_12,CODAP,6,A,Lembranças do passado,"['trabalhava', 'trabalhava', 'timnha', 'economisa', 'dele', 'levava', 'de', 'espasoso', 'sosinhos', 'trabalhava', 'sabado', 'na', 'acabava', 'apacavam', 'pequeno', 'reumida', 'era', 'feliz', 'feliz', 'feliz', 'morreu', 'pequena', 'não', 'morre', 'lasca', 'trabalha', 'familia', 'pobre', 'pobre', 'morre', 'São', 'pobre', 'morre', 'trabalhe', 'comigo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-']",08:09,08:26,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0]","['exata', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro']",1,0,3,13,18,0,30.0
EST_13,CODAP,6,A,Lembranças do passado,"['trabalhava', 'trazia', 'o', 'para', 'na', 'tem', 'era', 'era', 'brincava', 'era', 'as', 'era', '-', 'acendiam', 'ligava', '-', 'era', 'viu', '-', '-', 'estavam', 'era', 'da', 'muito', 'ussa', 'os', 'da', 'e', 'muito', 'reclamam', 'que', 'pode', 'da', 'concigo', 'na']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-']",08:09,08:28,"[1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","['exata', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'exata', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'branco', 'classe_correta', 'classe_correta', 'branco', 'aceitavel', 'exata', 'branco', 'branco', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'erro']",4,0,2,12,13,4,34.286
EST_14,CODAP,6,A,Lembranças do passado,"['tambem', 'ganhava', 'esse', 'era', 'ir', 'fazia', 'era', 'era', 'brincamos', 'era', 'brincavamos', 'também', 'acendia', 'é', 'eletrico', 'via', 'foi', 'viu', 'foram', 'foram', 'tornaram', 'tanbém', 'que', 'era', '-', '-', '-', 'era', 'tambem', 'moravam', 'pessoas', 'todo', 'gerou', 'amava', 'tenho']","['-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:14,"[0.0, 1.0, 0.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.5]","['erro', 'exata', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'erro', 'erro', 'exata', 'branco', 'branco', 'branco', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'classe_correta']",7,1,2,12,10,3,45.714
EST_15,CODAP,6,A,Lembranças do passado,"['trabalhava', 'ganhava', 'conseguiamos', 'viajavamos', 'foi', 'as', 'era', 'bem', 'brincávamos', 'acendia', 'escurecia', 'aconteceu', 'acabou', 'e', 'ligava', 'assistia', 'era', 'divertia', 'foram', 'eram', 'foi', 'era', 'surgiam', 'foi', 'conseguiu', 'conseguiam', 'ajuda', 'tiveram', 'pobre', 'fazem', 'paulistas', 'sim', 'fez', 'fiquei', 'tem']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:09,08:24,"[1.0, 1.0, 0.5, 0.0, 0.5, 0.0, 1.0, 0.0, 1.0, 0.5, 1.0, 1.0, 0.5, 0.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 1.0, 0.5, 1.0]","['exata', 'exata', 'classe_correta', 'erro', 'classe_correta', 'erro', 'exata', 'erro', 'exata', 'classe_correta', 'exata', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'aceitavel']",6,0,8,14,7,0,60.0
EST_16,CODAP,6,A,Lembranças do passado,"['trabalhava', 'ganhava', 'juntou', 'viajamos', 'entrar', 'fazia', 'era', 'era', 'andavamos', 'aparecia', 'acendia', 'apareceu', 'surgiu', 'tambem', 'reunia', 'falando', 'foram', 'gostou', 'foram', 'foram', 'iam', 'linda', 'interessantes', 'era', 'conseguia', 'trabalhava', 'vendia', 'tinha', 'amavam', '-', 'cresceu', 'era', 'criou', 'gostei', 'fiz']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:50,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5]","['exata', 'exata', 'exata', 'aceitavel', 'aceitavel', 'classe_correta', 'exata', 'exata', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'erro', 'erro', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'branco', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'classe_correta']",9,1,7,14,3,1,68.571
EST_17,CODAP,6,B,Lembranças do passado,"['trabalhava', 'trabalhava', 'o', 'ia', 'teve', 'tinha', 'era', 'era', 'iamos', '-', '-', 'acontecia', 'acabava', 'e', 'elétrico', 'as', 'eram', 'adorava', 'foram', 'foram', 'saiam', '-', 'chegavam', 'era', 'tinham', 'chegaram', '-', 'era', 'tinham', 'atravessar', '-', 'era', 'tinha', '-', 'tem']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico']",08:00,08:24,"[1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.5, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.0, 1.0]","['exata', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'exata', 'aceitavel', 'branco', 'branco', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'branco', 'exata', 'exata', 'classe_correta', 'aceitavel', 'branco', 'classe_correta', 'classe_correta', 'classe_correta', 'branco', 'exata', 'classe_correta', 'branco', 'aceitavel']",7,0,5,13,4,6,52.857
EST_18,CODAP,6,B,Lembranças do passado,"['fazendeiro', 'tinha', '-', '-', 'entrar', 'soltava', 'era', 'era', 'chegamos', 'chegou', 'entramos', 'mudava', 'acabava', 'e', 'tocando', 'reunida', 'deu', 'queria', 'deram', 'chegaram', 'diminuiram', 'cresceu', 'tambem', 'nasceu', 'consegiu', 'ficou', 'acessiveis', 'tem', 'tinham', 'trabalhar', 'movia', 'teve', 'troce', 'gostei', 'são']","['-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:00,08:20,"[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0]","['erro', 'aceitavel', 'branco', 'branco', 'aceitavel', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'grafia_incorreta', 'aceitavel']",4,1,8,15,5,2,58.571
EST_19,CODAP,6,A,Lembranças do passado,"['bem', 'gastava', 'tinha', 'viajava', 'entrar', 'saia', 'era', 'era', 'ficavamos', 'acendia', 'anoitecia', 'surgiu', 'nasceu', 'e', 'falava', 'assistia', 'foi', 'gostou', 'era', 'foram', 'saiam', 'cresceu', 'surgiram', 'era', 'tinha', 'conseguiram', 'conquistá', 'cresceu', 'falavam', 'era', 'cresceu', 'era', 'gerou', 'gostei', 'fica']","['-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:39,"[0.0, 1.0, 0.5, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5]","['erro', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'classe_correta']",7,2,10,14,2,0,74.286
EST_20,CODAP,6,A,Lembranças do passado,"['trabalha', 'ganha', 'o', 'bom', 'todos', 'solta', 'era', 'era', 'brincavamos', 'acendia', 'passava', 'boa', 'caia', 'apagavam', 'velho', 'ouvia', 'era', 'gostava', 'dava', 'gosto', 'passava', 'era', 'cada', 'gosta', 'com', 'dia', 'dia', 'era', 'todo', 'gosto', 'agora', 'é', 'causou', 'gosto', 'está']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:26,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 1.0, 1.0, 1.0]","['grafia_incorreta', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'exata', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'exata', 'exata', 'aceitavel']",5,2,4,14,10,0,51.429
EST_21,CODAP,6,A,Lembranças do passado,"['trabalhava', 'falava', 'tinha', 'veio', 'teve', 'soltava', 'era', 'era', 'ficávamos', 'acendia', 'escurecia', 'anoitecia', 'chegavam', 'acendiam', 'falava', 'via', 'foram', 'queria', 'eram', 'era', 'indo', 'grande', 'tínhamos', 'é', 'teve', 'começou', 'anunciá', 'mudou', 'aqui', 'mudaram', 'cresceu', 'é', 'trouxe', 'gosto', 'guarda']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:22,"[1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5, 1.0, 0.0, 1.0, 0.0, 0.5, 1.0, 0.5, 1.0, 1.0, 0.5]","['exata', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'erro', 'aceitavel', 'erro', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'exata', 'classe_correta']",7,1,7,16,4,0,65.714
EST_22,CODAP,6,A,Lembranças do passado,"['trabalhava', 'era', 'o', 'era', 'tem', 'soltava', 'era', 'era', 'íamos', 'acendiavam', 'anoitecia', 'acontecia', 'caia', 'e', 'tocava', 'ouvia', 'foi', 'foi', 'foi', 'foi', 'entrava', 'linda', 'acontecia', 'era', 'comprava', '-', 'taixa', '-', 'agitadas', 'andavam', 'pois', 'é', 'teve', 'cuidava', 'estão']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:09,08:25,"[1.0, 1.0, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 1.0]","['exata', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'exata', 'aceitavel', 'branco', 'erro', 'branco', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'exata']",8,0,5,15,5,2,58.571
